"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
355,215,"ESP","Spain",17,"Principado de Asturias",51,"Asturias",355,"n.a. (195)",NA,"","Comarca","Comarca","",""
356,215,"ESP","Spain",17,"Principado de Asturias",51,"Asturias",356,"Oriente",NA,"","Comarca","Comarca","",""
357,215,"ESP","Spain",17,"Principado de Asturias",51,"Asturias",357,"Oviedo",NA,"","Comarca","Comarca","",""
358,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",358,"Altiplano",NA,"","Comarca","Comarca","",""
359,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",359,"Alto Guadalentin",NA,"","Comarca","Comarca","",""
360,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",360,"Bajo Guadalentín",NA,"","Comarca","Comarca","",""
361,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",361,"Campo de Cartagena",NA,"","Comarca","Comarca","",""
362,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",362,"Huera de Murcia",NA,"","Comarca","Comarca","",""
363,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",363,"Mar Menor",NA,"","Comarca","Comarca","",""
364,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",364,"Noroeste",NA,"","Comarca","Comarca","",""
365,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",365,"Oriental",NA,"","Comarca","Comarca","",""
366,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",366,"Rio Mua",NA,"","Comarca","Comarca","",""
367,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",367,"Valle de Ricote",NA,"","Comarca","Comarca","",""
368,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",368,"Vega Alta",NA,"","Comarca","Comarca","",""
369,215,"ESP","Spain",18,"Región de Murcia",52,"Murcia",369,"Vega Media",NA,"","Comarca","Comarca","",""
